state,county_id,county_name,icu_beds,population
Ohio,39099,Mahoning,67,231857
Texas,48201,Harris,918,4525519
West Virginia,54107,Wood,36,86016
Florida,12107,Putnam,10,72435
Michigan,26139,Ottawa,22,280243
Florida,12069,Lake,158,326215
Texas,48107,Crosby,0,5895
Wyoming,56017,Hot Springs,0,4741
Texas,48289,Leon,0,16966
Colorado,08091,Ouray,0,4653
Mississippi,28063,Jefferson,0,7463
Kentucky,21171,Monroe,0,10645
Wisconsin,55083,Oconto,0,37465
Illinois,17141,Ogle,4,51619
Georgia,13095,Dougherty,50,91522
Georgia,13111,Fannin,5,24480
Kansas,20161,Riley,8,75696
Mississippi,28123,Scott,0,28399
Pennsylvania,42125,Washington,50,207661
Louisiana,22045,Iberia,11,73346
Mississippi,28087,Lowndes,18,59558
Florida,12013,Calhoun,0,14458
Oklahoma,40055,Greer,0,6018
Maine,23005,Cumberland,72,289173
West Virginia,54083,Randolph,0,29152
Missouri,29111,Lewis,0,10078
Arkansas,05119,Pulaski,209,392848
California,06029,Kern,144,878744
North Dakota,38021,Dickey,0,5041
Arizona,04017,Navajo,12,107902
North Carolina,37175,Transylvania,4,33291
Pennsylvania,42093,Montour,42,18302
Nevada,32005,Douglas,0,47632
Kentucky,21109,Jackson,0,13369
Idaho,16053,Jerome,0,23039
Iowa,19045,Clinton,10,47587
Texas,48455,Trinity,0,14481
Tennessee,47175,Van Buren,0,5675
Tennessee,47019,Carter,8,56500
